year,ISO_code,countries,region,hf_score,hf_rank,hf_quartile,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government_soa,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank
2010,PRY,Paraguay,Latin America & the Caribbean,7.07,68,2,-,-,-,4.3,5.2,10,10,5,9.9,9.8,8.9,10,-,-,10,10,8.1,10,10,10,10,7.5,6.7,7.1,9.7,10,8.9,7.5,7.5,7.5,6.7,7.1,5,3.3,4.2,7.5,6.7,7.1,6.7,10,10,3.7,4.3,6.7,6.7,6.7,6.8,-,10,10,10,10,10,7.34,73,8,9.3,6,10,7,8.5,9.5,8.2,1.3,2.9,3.4,2.5,3.3,4.2,8.5,2.5,4.1,1,3.6,7.3,8.3,9.1,10,8.6,8.9,8,6.7,7.9,5.9,5.3,5.6,10,5.4,4.6,6,5.3,7.2,8,10,7,8.3,5.6,3.9,6.8,8,2.6,1,4.7,4.2,5.6,8.4,3.3,8.3,5.7,5.9,6.3,6.8,81
2010,PER,Peru,Latin America & the Caribbean,7.57,49,2,7.4,4.3,4.5,5.4,7.8,10,9.7,7.5,10,10,9.4,9.5,-,-,10,9.8,9,10,10,10,10,7.5,3.3,5.4,7.3,5.9,6.2,7.5,7.5,7.5,6.7,7.1,10,6.7,8.3,7.5,6.7,7.1,7.5,10,10,5.3,5.5,10,10,10,8.7,-,0,10,5,7.5,6.3,7.47,64,7.7,9.4,7,8,4,6,8.2,7.7,2.7,3.5,4.8,7.5,5.8,5.1,8.8,3.7,4.1,1,5.1,8.4,9,9.7,10,9.3,9.4,8.9,7.5,8.6,6.8,8.1,7.4,10,7.3,8.5,9.6,8.5,8.6,10,10,8,9.3,3.9,4.2,7.6,10,7,10,7.1,2.7,8.2,9,5,7.7,6.5,6.5,7.7,7.67,23
2010,PHL,Philippines,South Asia,7.02,70,2,4.1,4.3,4.2,4.2,6.2,5,8.8,2.5,9.4,9.5,7.1,10,-,-,10,10,7.8,5,10,10,8.3,10,10,10,9.8,8,9.3,7.5,10,2.5,3.3,2.9,7.5,10,8.8,7.5,10,8.8,7.6,8.9,10,5.7,4.5,10,10,10,8.4,-,10,10,10,2.5,6.3,6.98,90,8.2,9.2,8,7,7,7,8.4,8.2,3.2,3,4.3,5,4.2,3.4,7.7,3.8,4.6,0.8,4,8.7,9.2,9.2,10,9.3,7.3,8.7,7.2,7.8,5.4,8,6.7,10,5.9,0.8,0.2,2.3,6.7,8,9.4,10,9.1,4.4,3.8,5.9,10,2.5,10,6.1,2.6,5.8,8.7,3.2,9.3,7.8,6.2,7.2,7.06,62
2010,POL,Poland,Eastern Europe,8.07,30,1,9,6.3,7.3,7.5,9.5,10,10,10,10,10,10,10,-,-,10,10,9.8,10,10,10,10,7.5,10,8.8,8.5,7.8,8.3,10,10,7.5,6.7,7.1,2.5,10,6.3,10,6.7,8.3,8.3,10,10,7.3,7.5,10,10,10,9.3,-,10,10,10,10,10,8.93,24,4.8,5,6,7,4,5.5,7.7,5.8,5.6,3.7,5.9,10,7.5,4.3,7,5.6,7.4,1,6.2,8.6,9.5,9.5,10,9.4,9.6,9,6.4,8.3,6,7.7,6.9,10,5.6,1.5,6.4,4.5,7.4,8,5.8,10,7.9,5.6,3.8,7.2,8,10,10,7.4,2.7,7.7,8.7,6,5.9,6.7,6.3,7.2,7.21,54
2010,PRT,Portugal,Western Europe,8.05,33,1,7.4,6.2,6.2,6.6,9.5,10,10,10,10,10,10,10,-,-,10,10,9.8,10,10,10,10,10,10,10,9.6,8.4,9.3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8.3,8.5,10,10,10,9.5,-,10,10,10,10,10,9,21,4.5,3.9,6,5,2,3.5,7.1,5,4.9,2.9,6.3,10,8.3,5.6,7.6,6.7,7.9,1,6.7,9.8,9.5,9.7,10,9.8,9.6,9,6.4,8.3,7.7,7.9,7.8,10,6,6.2,6.4,6.2,8.1,8,1.6,10,6.5,2.2,2.3,5.5,6,2.5,10,4.8,2.5,8.5,9.8,6.1,6.7,6.9,6.7,6,7.11,60
2010,QAT,Qatar,Middle East & North Africa,6.22,122,4,0,0,0,6.7,9.9,10,10,10,10,10,10,7,-,-,0,3.5,7.8,0,10,0,3.3,2.5,0,1.3,9.6,6.7,5.8,2.5,0,0,0,0,0,0,0,2.5,3.3,2.9,1.1,10,10,3.3,4,6.7,6.7,0,5.8,-,0,0,0,0,0,5.22,147,0,9.2,6,10,-,10,3.8,5.8,8.4,6.3,6.3,6.7,8.3,4.9,9.7,8.8,8.5,0.6,6.1,8.9,3.4,9.5,10,7.9,9.3,9,6.7,8.3,8.4,7.2,7.8,10,6.8,4.6,3.4,4.9,7.8,-,10,9,9.5,10,5.4,8.3,8,4.8,10,7.8,6.5,7.6,9.3,8.1,9.8,9.6,8.5,8.6,7.23,52
2010,ROU,Romania,Eastern Europe,8.04,36,1,7,5.9,6,6.3,9.2,10,10,10,10,10,10,10,-,-,10,10,9.7,10,10,10,10,10,10,10,9.7,8.5,9.4,7.5,10,10,10,10,10,10,10,10,6.7,8.3,9.2,10,10,5.7,6.3,10,10,10,8.8,-,10,10,10,10,10,8.75,32,5.9,6,7,10,3,6.5,7.2,6.5,3.5,3,4.9,8.3,6.7,4.8,9.1,4.5,6.6,1,5.7,8.6,9,8.8,10,9.1,9.6,9,6.4,8.3,5.8,8.3,7.1,10,5.5,7.7,6.4,6.5,8,10,7,10,9,3.3,4.3,6.4,8,9.3,10,6.9,3.1,6.8,9.5,4.5,6.1,7.5,6.3,7.4,7.34,46
2010,RUS,Russia,Eastern Europe,6.47,111,3,3.9,5,4,4.3,4,0,9,5,9.5,9.2,6.5,10,-,-,10,10,6.9,10,0,10,6.7,5,10,7.5,9.2,4.3,7,2.5,5,2.5,3.3,2.9,10,6.7,8.3,10,10,10,5.8,10,9.9,2,1.8,10,10,10,7.7,-,10,10,10,10,10,6.49,109,4,5.1,10,10,7,8.5,4.4,6.4,2.7,2.9,3,7.5,6.7,7.5,9.1,2.7,5.3,1,5.2,7.8,7.5,8.6,10,8.5,1,8.1,5.7,4.9,4.1,4.9,4.5,10,4.2,5.8,1.3,3.8,5.8,5,9.3,9,7.8,5,4.6,6.6,8,8.5,3,5.9,2.4,6.1,9,3.2,4.7,6.7,5.3,6.4,6.44,106
2010,RWA,Rwanda,Sub-Saharan Africa,7.14,65,2,-,-,-,5,8.9,0,3.2,5,9.8,8.3,5.3,10,-,-,5,7.5,7.2,10,10,10,10,-,-,-,8.5,5.7,7.1,-,-,-,-,-,-,-,-,-,-,-,-,6.7,10,1.3,1.5,-,-,-,4.9,-,10,10,10,10,10,7.06,89,7.2,8.6,0,-,-,-,5,5.2,7,6.1,6.8,6,-,3.9,7.5,8.2,8.2,0.9,6.5,8.5,7.8,9.5,10,9,8.3,7.5,5.3,7,5.2,5.8,5.5,10,6.7,8.5,1.5,5.6,7,8,9.4,9,8.8,10,5.5,7.4,10,7.8,10,8.4,7,7.6,9.9,7.4,7.7,8.3,8,8.4,7.21,54
2010,SAU,Saudi Arabia,Middle East & North Africa,5.66,138,4,-,-,-,5.7,9.6,10,10,5,10,10,9,9,-,-,5,7,8.5,0,0,0,0,0,0,0,9.6,8.5,6,0,0,0,0,0,0,0,0,2.5,0,1.3,0.3,10,9.6,0.7,2.5,6.7,3.3,0,4.7,-,0,0,0,0,0,4.65,152,0.1,9.72,2,10,10,10,2,4.7,7.6,6.2,7.7,8.3,8.3,4,10,7.8,9.1,0.4,5.4,8.8,3.6,8.9,10,7.8,9.51,9,7.4,8.6,7.4,8,7.7,10,7,1.5,0.6,3,7.3,8,7.8,-,7.9,10,6.8,8,10,4.4,10,8.2,5.6,5.2,9.8,7.9,9.7,9.1,7.9,8,6.67,88
2010,SEN,Senegal,Sub-Saharan Africa,6.3,119,4,4.7,5.8,4.6,5,6.6,10,10,2.5,9.9,10,8.5,7.2,-,-,5,6.1,7.1,5,10,10,8.3,10,10,10,9.1,9.2,9.4,7.5,7.5,10,6.7,8.3,10,6.7,8.3,7.5,6.7,7.1,7.8,10,10,3.3,5,10,6.7,10,7.9,-,0,0,0,5,2.5,6.6,104,7.1,10,6,0,0,0,6.9,6,2.9,3.8,5.2,3.3,5,3.4,2.7,5.1,8.1,0.8,3.9,9.4,8.9,9.7,0,7,7.1,7.6,7.3,7.3,5.2,8.4,6.8,10,6.3,0.8,4.4,3.8,7,10,7.1,10,9,3.9,4.8,5.7,6,7.2,0,4.6,3.7,2.9,8.5,4,6.7,2.5,4.7,6.1,5.99,128
2010,SRB,Serbia,Eastern Europe,7.04,69,2,5,4.7,4.5,4.7,9.4,10,10,7.5,10,9.9,9.5,10,-,-,5,7.5,8.8,5,5,10,6.7,7.5,6.7,7.1,9.4,7.1,7.9,7.5,10,10,3.3,6.7,10,6.7,8.3,7.5,3.3,5.4,7.6,10,10,7,6.3,10,10,10,9,-,10,10,10,10,10,7.49,63,5.7,3.9,8,10,5,7.5,6.7,6.4,2.4,2.6,3.5,6.7,5.8,3.8,8.9,4.8,5.8,1,4.9,9.4,8.6,8.8,5,7.9,8.9,8.5,7.1,8.2,5.3,8.3,6.8,10,4.6,0.8,6.1,3.8,7.2,8,7,10,8.3,2.2,4.4,6.9,10,7.5,3,5.7,2.2,6.5,9.5,3.8,3.5,6.9,5.4,6.5,6.58,93
2010,SYC,Seychelles,Sub-Saharan Africa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3,-,-,-,-,-,4.1,3.2,-,-,-,-,-,-,-,-,-,1,-,7.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,6.5,-,-,-,-,-,-,-,-
2010,SLE,Sierra Leone,Sub-Saharan Africa,6.33,117,4,5.3,5.4,3.6,4.8,9,10,10,7.5,10,10,9.5,1.5,-,-,0,0.8,6.4,5,0,10,5,-,-,-,9.9,10,9.9,-,-,-,-,-,-,-,-,-,-,-,-,10,10,5,4.5,-,-,-,7.4,-,0,10,5,10,7.5,6.53,106,8.4,10,6,-,-,-,6.3,7.7,-,3.9,-,4.2,5.8,1.6,4.5,-,-,0.8,3.6,7.7,8.4,6.7,5,6.9,6.9,7.3,6.3,6.8,-,6.5,6.5,10,-,2.5,1.4,2,6.3,2,7.6,9,6.2,6.7,-,-,6,0,10,5.7,-,4.1,8.6,-,6.5,6,6.3,6.1,6.13,120
2010,SGP,Singapore,South Asia,8.01,38,1,8.3,7.9,8.7,8.3,9.9,10,10,10,10,10,10,10,-,-,10,10,10,5,5,10,6.7,5,3.3,4.2,7.1,3.1,4.8,5,2.5,5,3.3,4.2,7.5,3.3,5.4,5,3.3,4.2,4.3,10,10,2,4.3,6.7,3.3,3.3,5.7,-,0,10,5,10,7.5,7.45,67,5.2,10,8,10,10,10,3.8,7.4,7.7,8,9,8.3,8.3,7.8,9,9,8.3,1,8.2,7.6,8.6,9.4,10,8.9,10,10,10,10,8.5,9.5,9,10,8.8,6.9,10,8.6,9.4,10,10,10,10,10,8,8.3,10,10,0,7.7,7.6,9.5,9.9,9.1,10,9.1,9.2,9,8.58,2
2010,SVK,Slovak Rep.,Eastern Europe,8.18,25,1,-,-,-,6.3,9.4,10,10,7.5,10,10,9.5,10,-,-,10,10,9.6,10,10,10,10,10,10,10,9.6,8.2,9.2,10,10,10,10,10,10,6.7,8.3,10,6.7,8.3,9.3,10,10,8,7.8,10,10,10,9.4,-,10,10,10,10,10,8.77,30,4.4,4.3,10,10,3,6.5,8.9,6.8,2.8,2.1,5.1,10,6.7,4.4,9.7,4.7,6.6,1,5.8,9.9,9.5,9.8,10,9.8,9.6,9,6.4,8.3,7,7.7,7.3,10,7.9,5.4,6.4,6.6,8.1,10,6.6,10,8.9,6.7,3.7,6.8,8,7.8,10,7.2,2.8,7.4,9.3,4.2,6.2,7.4,6.2,7.4,7.58,26
2010,SVN,Slovenia,Eastern Europe,7.78,42,2,8.2,6,5.9,6.7,9.7,10,10,7.5,10,10,9.5,10,-,-,10,10,9.7,10,10,10,10,10,3.3,6.7,8.4,6.3,7.1,10,10,10,6.7,8.3,7.5,6.7,7.1,10,6.7,8.3,8.8,10,10,7.3,7.5,10,10,10,9.3,-,10,10,10,10,10,8.62,35,3.8,3.8,7,4,1,2.5,7.3,4.9,4.6,3.3,5.7,9.2,7.5,4.2,7.3,5.6,8.4,0.9,6,9.4,9.2,9.6,10,9.5,9.6,9,6.4,8.3,6.7,7.9,7.3,10,4.3,3.8,6.4,4.8,7.6,5,7.6,10,7.5,2.2,2.2,4.7,6,8.1,10,5.6,3.3,8.3,9.7,5.7,7.6,7.1,6.9,6.7,6.94,69
2010,ZAF,South Africa,Sub-Saharan Africa,6.87,85,3,5.9,5.5,4.9,5.4,0,10,10,2.5,10,10,8.5,10,-,-,0,5,4.5,10,10,5,8.3,7.5,10,8.8,8.8,6.5,8,10,10,7.5,10,8.8,7.5,6.7,7.1,7.5,10,8.8,8.9,10,10,7,6.5,10,10,10,9.1,-,10,10,10,10,10,6.91,96,4.3,8.6,4,6,5,5.5,7.4,6,6.6,6.5,7.2,8.3,4.2,3.9,7.7,4.4,2.5,1,5.7,9.2,9.4,9.1,5,8.2,8.8,8.5,3.3,6.8,6.1,5.7,5.9,10,6.7,0.8,8,5.2,7,10,7.8,10,9.3,4.4,2.5,3.4,8,8.3,10,6.1,2.9,5.2,9.4,5.5,8.8,7.8,6.6,7.3,6.83,78
2010,ESP,Spain,Western Europe,8.23,23,1,8.5,6.5,6.9,7.3,9.7,0,10,10,10,10,8,9.5,-,-,10,9.8,9.1,10,10,10,10,10,10,10,9.2,9.4,9.6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8.7,6.8,10,10,10,9.3,-,10,10,10,10,10,9,22,4,4.6,7,6,6,6,8.7,6.1,4.9,4.4,6.5,8.3,8.3,5.5,7.4,8.1,7.4,1,6.8,9.7,9.4,9.6,10,9.7,9.6,9,6.4,8.3,6.8,8.8,7.8,10,6.5,3.1,6.4,5.3,7.9,10,7.5,10,9.2,2.2,2.6,4.3,4,5.1,10,4.7,2.9,7.6,9,6.1,7.9,7.9,6.9,6.9,7.46,32
2010,LKA,Sri Lanka,South Asia,6.39,113,3,4.1,5.2,6.2,5.2,8.5,5,10,5,10,10,8,10,-,-,5,7.5,8,5,0,10,5,10,6.7,8.3,10,8.5,9,7.5,7.5,7.5,6.7,7.1,10,6.7,8.3,10,6.7,8.3,7.8,10,10,2.3,2.5,10,10,10,7.8,-,0,0,0,0,0,6.25,118,8.5,9.2,7,7,5,6,5,7.1,5.5,5.7,5.8,3.3,4.2,3.6,6.8,5.1,7.3,1,5.3,9.2,8.2,8.8,0,6.5,7.1,7.9,4.5,6.5,5.1,7.2,6.1,10,6.5,0,8.5,5,6.9,5,7.2,10,7.4,10,3.9,6.8,8,0,10,6.4,4.5,6.1,8.8,5,7.3,7.1,6.5,6.8,6.53,99
2010,SDN,Sudan,Sub-Saharan Africa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.8,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,SUR,Suriname,Latin America & the Caribbean,7.19,61,2,-,-,-,5.4,6.7,10,10,-,10,10,10,10,-,-,5,7.5,8.1,10,10,-,10,-,-,-,7.7,5.2,6.5,-,-,-,-,-,-,-,-,-,-,-,-,10,10,8.7,7,-,-,-,8.9,-,10,10,10,10,10,7.79,55,3.8,9,7,-,-,-,5.4,6.3,5.6,2.8,4.4,5,5,2.7,1.7,6.2,5.6,1,4.3,9.1,7.5,8.6,10,8.8,8.4,7.9,6.1,7.5,6.5,6.5,6.5,10,4.9,0,2.3,2.4,6.6,5,9.1,10,8,10,3.2,6.9,10,7,10,7.9,3,3.3,5.5,4.2,4.9,7.8,4.8,6.9,6.58,93
2010,SWE,Sweden,Western Europe,8.54,9,1,9.5,7.8,8.2,8.5,9.6,10,10,10,10,10,10,9.5,-,-,10,9.8,9.8,10,10,10,10,10,10,10,9.4,7.2,8.9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.3,8.8,10,10,10,9.7,-,10,10,10,7.5,8.8,9.31,6,1.3,4.6,7,2,0,1,8.3,4.4,9.1,8,8.7,9.2,10,4.7,8.5,8.9,8.3,1,8.4,9.2,9.6,9.8,10,9.6,9.6,9,6.4,8.3,8.6,9.1,8.8,10,7.9,3.1,6.4,5.8,8.2,10,9.9,10,10,6.7,2.5,3.4,6,10,10,6.4,4.8,7.6,9.5,9.1,8.9,8.6,8.1,8.2,7.77,16
2010,CHE,Switzerland,Western Europe,8.86,3,1,-,-,-,7.9,9.7,10,10,10,10,10,10,9.5,-,-,10,9.8,9.8,10,10,10,10,10,10,10,8.9,8.9,9.3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8.3,9.3,10,10,10,9.7,-,10,10,10,10,10,9.32,5,6.6,5.9,10,9,7,8,10,8.1,9,7.5,9.1,10,8.3,6.1,9.6,8.9,8.5,1,8.5,8.1,9.6,9.9,10,9.4,9.2,9,0.7,6.3,5.4,8.9,7.2,10,7.5,3.8,6.7,6,7.4,8,10,10,9.3,8.3,7.9,7.9,10,10,5,8.2,5.2,8.6,9.3,8.4,8.3,9.3,8.2,8.6,8.4,4
2010,SYR,Syria,Middle East & North Africa,5.39,145,4,-,-,-,4.7,9.1,5,10,0,10,10,7,10,-,-,5,7.5,7.9,0,5,10,5,5,6.7,5.8,8.6,7.5,7.3,0,0,2.5,0,1.3,2.5,3.3,2.9,5,3.3,4.2,1.7,10,9,0.3,1.5,3.3,3.3,0,3.9,-,0,0,0,0,0,4.93,150,8.1,9,2,9,5,7,3.7,6,2.9,3.3,6.1,3.3,8.3,3.2,4.6,4.4,9.4,0.6,4,9,6,9.1,5,7.3,8.4,7.2,3.2,6.2,4.6,7.6,6.1,10,3.9,0.8,0,1.6,6,2,8.9,10,7,6.1,4.3,7.1,6,10,0,5.6,2.5,3.2,9,3.6,8.3,6.2,5.5,6,5.85,132
2010,TWN,Taiwan,East Asia,8.03,37,1,-,-,-,6.9,9.7,10,10,7.5,10,10,9.5,10,-,-,5,7.5,8.9,10,10,10,10,7.5,6.7,7.1,8.1,4.5,6.6,10,7.5,7.5,10,8.8,7.5,6.7,7.1,10,6.7,8.3,8.3,10,10,7.7,7.8,10,10,10,9.3,-,10,10,10,10,10,8.37,41,5.3,9.3,7,7,7,7,7,7.1,6.1,5.4,8.1,6.7,8.3,5.5,7.9,7.4,7.8,1,6.9,9.3,9.5,9.8,10,9.6,9.6,8.8,4.7,7.7,6.1,8.4,7.2,10,7.3,-,4.2,5.8,7.7,8,8,10,8.7,2.2,4.7,7.7,10,2.5,3,5,4.6,9.2,9.7,6.7,8.8,7.3,7.7,7.1,7.69,22
2010,TJK,Tajikistan,Caucasus & Central Asia,6.64,103,3,-,-,-,3.9,9.1,10,5.7,2.5,9.8,9.3,7.5,10,-,-,5,7.5,8,5,10,10,8.3,-,-,-,9.6,10,9.8,-,-,-,-,-,-,-,-,-,-,-,-,10,10,1.7,3,-,-,-,6.2,-,10,10,10,7.5,8.8,7.09,86,9,9.1,0,10,7,8.5,3.3,6,4.5,4.9,4.6,3.9,-,5.7,7.6,5.2,6.8,0.9,5.2,9.8,6.5,8.7,5,7.5,9.2,8.4,7.5,8.4,4.8,0,2.4,10,4.6,0.8,1.1,2.2,5.7,8,9,8,8.3,6.7,5.5,7.1,4,8.1,0,5.2,4.8,4.2,8.9,4.3,5.7,7.5,5.9,6.5,6.18,119
2010,TZA,Tanzania,Sub-Saharan Africa,6.6,105,3,4.3,4.8,4.9,4.7,6.6,10,10,7.5,10,10,9.5,8.5,-,-,5,6.8,7.6,10,5,10,8.3,7.5,10,8.8,8.7,5.9,7.8,7.5,7.5,5,6.7,5.8,7.5,6.7,7.1,10,6.7,8.3,7.3,10,10,4.3,6,6.7,3.3,10,7.2,-,0,0,0,7.5,3.8,6.51,107,5.7,10,6,8,3,5.5,6.2,6.7,4.4,4.7,4.2,6.7,8.3,6.1,7.2,4.6,5.5,0.9,5.4,7.5,9.5,8.8,5,7.7,8.6,7.5,5.3,7.1,5.1,7.2,6.1,10,5.7,0,4.4,3.4,6.7,10,9,10,9.7,1.1,4.7,5.2,10,8.3,5,5.7,4,4.1,8.8,3.7,3.9,8.1,5.4,6.9,6.68,87
2010,THA,Thailand,South Asia,7.02,70,2,6.4,4.3,5.9,5.6,7.8,5,9.6,5,9.2,9.1,7.6,10,-,-,10,10,8.5,10,10,10,10,7.5,10,8.8,7.9,6.5,7.7,7.5,10,7.5,6.7,7.1,7.5,6.7,7.1,10,10,10,8.3,9,10,3.7,3,10,6.7,3.3,6.5,-,10,10,10,2.5,6.3,7.4,69,4.9,9.7,7,7,7,7,6.9,7.1,5.3,4.9,4.3,5,4.2,6.1,7.9,4.5,6,0.9,5.2,9.3,9.6,9.3,0,7.1,9.5,8,4.7,7.4,5.5,8.2,6.8,10,6.4,1.5,1.2,3.1,6.8,8,9.8,10,9.3,6.7,5.6,6.1,10,1.4,0,5,4.3,9.2,9,4.3,8.3,7,7,7.1,6.64,92
2010,TLS,Timor-Leste,South Asia,6.41,112,3,-,-,-,3.9,8.6,10,10,7.5,10,10,9.5,10,-,-,5,7.5,8.5,10,10,10,10,-,-,-,8.2,5.3,6.8,-,-,-,-,-,-,-,-,-,-,-,-,10,10,6.3,7.3,-,-,-,8.4,-,10,10,10,5,7.5,7.19,80,0,6.9,0,-,-,-,5.6,3.1,3.9,3.4,2.9,5,-,0,0,4.3,5.6,1,3.1,7.7,8.7,8.6,10,8.7,-,-,-,-,5.5,6.4,6,-,5.1,8.3,-,6.7,-,-,10,9,9.5,6.7,4,5.6,10,10,10,7.7,3.6,5.2,5.9,3.5,7,6.9,5.3,7.5,5.62,137
2010,TGO,Togo,Sub-Saharan Africa,5.56,139,4,-,-,-,4.2,6.2,10,10,7.5,10,10,9.5,8.8,-,-,0,4.4,6.7,5,0,10,5,7.5,6.7,7.1,9.9,8.7,8.6,10,5,7.5,6.7,7.1,5,3.3,4.2,5,3.3,4.2,6.1,10,10,2.3,3,6.7,6.7,10,7,-,0,0,0,5,2.5,5.64,132,9.1,9.6,2,-,-,-,5.4,6.5,-,3.9,-,0,5,3.1,0.7,-,-,0.8,2.3,8.3,8.8,9.6,0,6.7,7.2,7.6,7.3,7.4,-,6.4,6.4,10,-,0.8,0.2,0.5,6.1,5,10,10,8.3,1.7,-,-,8,7.6,0,4.3,-,3.5,3.9,-,4.1,7,4.6,5.7,5.47,142
2010,TTO,Trinidad and Tobago,Latin America & the Caribbean,6.72,95,3,-,-,-,5.3,0,10,10,7.5,10,10,9.5,10,-,-,5,7.5,5.7,10,10,10,10,-,-,-,9.4,9,9.2,-,-,-,-,-,-,-,-,-,-,-,-,10,10,8,7.3,-,-,-,8.8,-,0,0,0,10,5,6.86,97,5.7,8.4,0,9,5,7,4.7,5.2,5.7,4.2,5,8.3,4.2,3,4.6,3.5,2.5,1,4.5,8.2,6.1,7.9,10,8.1,9,8.5,5.5,7.6,6.1,7.8,6.9,10,6.3,6.2,5.5,6,7.6,8,9.5,9,8.8,10,4.6,5.3,10,5.1,10,7.5,4,7,8.6,4.3,6.1,7.6,6.3,7.5,6.58,93
2010,TUN,Tunisia,Middle East & North Africa,5.96,130,4,4.9,5.6,5.2,5.2,8.9,10,10,2.5,10,10,8.5,10,-,-,5,7.5,8.3,0,5,10,5,2.5,0,1.3,8.2,3.7,4.4,2.5,2.5,2.5,3.3,2.9,5,6.7,5.8,7.5,6.7,7.1,4.2,10,9.1,1,1.8,6.7,3.3,0,4.5,-,0,0,0,5,2.5,5.44,142,5.6,7,7,7,4,5.5,6,6.2,5.1,6,6.5,6.7,8.3,4.9,7.3,5.9,7.4,0.7,5.6,8.9,9.4,9.1,0,6.9,8.9,6.7,5.2,6.9,5.8,8,6.9,7,7,0.8,7,4.9,6.4,5,9.4,10,8.1,8.3,4.9,5.3,10,7.8,3,6.5,4.7,5.9,9.6,5.9,9,8.4,7.2,7.3,6.48,103
2010,TUR,Turkey,Middle East & North Africa,7.01,72,2,4.8,5.5,4.2,4.8,8.3,10,8.5,2.5,9.9,10,8.2,9.5,-,-,10,9.8,8.7,10,10,10,10,5,3.3,4.2,7.3,5.5,5.6,5,5,7.5,3.3,5.4,7.5,6.7,7.1,7.5,6.7,7.1,5.9,9.5,9.4,2.7,4.8,6.7,6.7,3.3,6.2,-,10,10,10,10,10,7.16,83,6.1,6.2,7,7,7,7,7.6,6.8,3.8,4.4,5.3,3.3,5.8,5.6,8.8,4.2,6,0.9,5.1,8.3,8.8,8.3,10,8.9,9.6,8,1.2,6.3,5.7,8.1,6.9,10,5.8,3.1,10,6.3,7.4,5,7.6,10,7.5,5.6,5,7.1,8,2.5,1,4.9,3.3,7,9.7,4.5,7.5,7.5,6.6,6.3,6.87,75
